tweet_id,content,sentimento_geral,sarcasmo,sentimento_palavra,comentario,dificuldade,avaliador,dia_hora,certeza,emocao
A3303,"Há muitos elementos a se suspeitar na compra da vacina indiana pelo Brasil. Mas vou jogar um balde de água fria na história de que o governo fez a compra por preço 1000% mais alto. Abaixo, o informe da Bharat Biontech sobre os preços praticados:\n\nhttps://t.co/W7w6QiEJcy https://t.co/VTEWeL8yz3",Neutro,Sem sarcasmo/Ironia,NA,"Muitissímo difícil classificar o sentimento. O texto parece começar com um tom negativo, mas traz uma informação nova no link (que não sabemos o que é) que contrapõe esse sentimento inicial. O link pode ser uma imagem com preço realmente mais altos do que o normal e passar a ideia de certo alívio (sentimento positivo) em relação à lisura do processo de compra (no sentido de que não houve superfaturamento), ou passar a ideia de espanto (espanto com o absurdo dos preços praticados), que seria um sentimento negativo. O link também pode apresentar preço bem abaixo do normal e causar decepção (confirmando o superfaturamento), indignação, etc.",4 - Muito Difícil,luizh.batista@usp.br,2023-11-07 15:12,,
A1968,"@expanhola Rsrs, bom dia! Nas próximas semanas iniciaremos as tratativas para aquisição de 60 a 80 mil doses da coronavac. Iremos comprar essa primeira quantidade para vacinação do grupo de risco. Acreditamos que esse atendimento inicie em fevereiro.",Positivo,Sem sarcasmo/Ironia,"Otimismo, realização",,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:13,,
A4885,"??Esse novo grupo, puérperas e gestantes, vai ser vacinado em 4 centros exclusivos, mas o agendamento é feito normalmente, pelo https://t.co/Dqa6XAGzJg:\n\nUFRPE\nParque da Macaxeira\nJuizado de Pequenas Causas \nUPAE do Ibura",Neutro,Sem sarcasmo/Ironia,Comprometimento,,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:19,,
A6166,"A prefeitura de São Luís:\nNÃO faz campanha de vacinação❌\nNÃO faz tratamento contra a leishmaniose❌\nNÃO distribui coleiras preventivas ❌\nNÃO faz castração❌\n\nNão vamos aceitar que os animais paguem com a vida, por conta de uma política de omissão e sem responsabilidade!",Negativo,Sem sarcasmo/Ironia,indignação,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:20,4,indignação
A3569,"Aviso à praça e à Folha: o PT não está discutindo ministérios nem eleições. Prioridade é vacina, auxílio emergencial e livrar o Brasil de Bolsonaro. Tudo que o Brasil ñ precisa é outro Posto Ypiranga. Precisamos transformar esse país! https://t.co/uQf91GN2Nh",Negativo,Sem sarcasmo/Ironia,Incômodo,Incômodo com acusações e o cenário do país,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:21,,
A2969,"Graças ao avanço na cobertura vacinal chegamos ao menor número de internados desde o início da pandemia, são 41 pacientes internados com #COVID19 o que corresponde 0,7% do total de leitos.\n@Prefeitura_Rio @Saude_Rio https://t.co/DXlVExWt9q",Positivo,Sem sarcasmo/Ironia,Triunfo,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:22,4,triunfo
A3978,"Acompanhando a situação nacional, percebe-se que as mudanças de ministros têm como preocupação maior o calendário eleitoral e não enfrentar a grande crise sanitária que o País está vivendo. Essa deveria ser a prioridade. Precisamos de mais vacinas já! #VacinaParaTodos",Negativo,Sem sarcasmo/Ironia,Preocupação,,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:23,,
A1177,"“Tudo da Fiocruz envolve LGBTI. Eles tem um pênis na porta, tapetes do Che Guevara, as salas são figurinhas do Lula Livre, Marielle vive.” A revista Piauí revela áudio que a única médica do alto escalão do Ministério da Saúde enviou no Whatsapp. Esse governo é um chorume sem fim.",Negativo,Sem sarcasmo/Ironia,"repulsa, raiva",,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:24,,
A1728,"Não bastasse todas as milhares de vidas que perdemos na pandemia, o fato de sermos um dos países mais afetados no mundo pela Covid-19 por conta do negacionismo e agora nem vacina Bolsonaro quer comprar por politicagem e preconceito.",Negativo,Sem sarcasmo/Ironia,Indignação,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:25,4,indignação
A989,Novidade para continuarmos otimistas! 💪\n\nO Brasil está negociando com a empresa AstraZeneca a possibilidade de ajudar na produção da nova vacina contra a Covid-19. A entidade desenvolve o imunizante em conjunto com a Universidade de Oxford. https://t.co/cVuChuj8iE,Positivo,Sem sarcasmo/Ironia,Otimismo,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:26,5,otimismo
A5694,"Chegou agora há pouco, aqui no Aeroporto, a primeira remessa da Pfizer para Floripa em conjunto com mais Astrazeneca. https://t.co/aT4p0O4h21",Positivo,Sem sarcasmo/Ironia,Empolgação,"Empolgação com a chegada das vacinas, parece ser um texto que faz propaganda disso: ""chegou agora há pouco, aqui no...""",2 - Fácil,luizh.batista@usp.br,2023-11-07 15:27,3,empolgação
A3747,"Pessoal, o nosso estado acaba de receber o 7º lote de vacinas contra a Covid-19, com 115.600 doses da CoronaVac/Butantan. Após a distribuição, parte dessa remessa nos ajudará a avançar no Plano de Imunização de Fortaleza. ✈️??\n\nJuntos venceremos esse desafio! https://t.co/9Bb6dHSybt",Positivo,Sem sarcasmo/Ironia,Otimismo,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:27,5,otimismo
A5867,A recomendação da Anvisa pelo uso emergencial das vacinas Coronavac e AstraZeneca é a primeira vitória nessa missão de imunização da população brasileira. Não podemos perder tempo no início da vacinação! Amanhã vou à Brasília acompanhar de perto o processo de distribuição.,Positivo,Sem sarcasmo/Ironia,"Otimismo, anseio",,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:28,3,otimismo
A1107,"Uma aberração o presidente usar politicamente o suicídio de uma pessoa para atacar a vacina contra a #Covid_19 . A ANVISA, na contramão da Ciência, respaldou a atitude irresponsável do presidente. O povo precisa da vacina. A ANVISA é um órgão técnico que não pode ser politizado.",Negativo,Sem sarcasmo/Ironia,Indignação,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:28,4,indignação
A183,"Homem de 43 anos é uma das sete pessoas de Curitiba que já se recuperaram da covid-19. Segundo ele, precisa ter paciência. “Como não tem vacina e nem remédio ainda, procurei tomar muito líquido e me alimentar bem”, conta.\n\n#coronavirusnobrasil #covid19 #todosjuntos #parana https://t.co/9Ms42qw1T5",Positivo,Sem sarcasmo/Ironia,Alento,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:29,4,"serenidade, despreocupação"
A2559,"Manhã de sábado muito proveitosa em diálogo com a @LigiaTex e o @marcushistorico, no programa Redação 1260, na @radiotimbira.\nFizemos uma avaliação sobre a vacinação em São Luís, também sobre ações efetivas do nosso mandato e sobre o cenário político no Maranhão e no Brasil! https://t.co/lXCV8ze5hC",Positivo,Sem sarcasmo/Ironia,Satisfação,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:35,4,satisfação
A1765,@pedro_jansen Muito grato. Manifestação assim me motiva,Positivo,Sem sarcasmo/Ironia,Gratidão,,1 - Muito Fácil,luizh.batista@usp.br,2023-11-07 15:38,5,gratidao
A1420,– Fortalecimento do SUS. Verbas imediatas para a saúde pública e construção de milhares de leitos de UTI; \n\n– Fortalecimento do setor de Ciência e Tecnologia e suporte à pesquisa sobre o vírus; \n\n– Realização de uma ampla e massiva campanha de vacinação contra a gripe;,Neutro,Sem sarcasmo/Ironia,"Disposição, empolgação, motivação",,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:39,,
A1636,"As ótimas notícias sobre a pesquisa da vacina em Oxford só reforçam que nós temos que ouvir os cientistas, não os terraplanistas, principalmente aqueles que só tem a oferecer um falso remédio.",Positivo,Sem sarcasmo/Ironia,"Satisfação, validação",,3 - Difícil,luizh.batista@usp.br,2023-11-07 15:44,,
A80,"Protocolei o PL 2320/2020 que estabelece a vacinação facultativa em Minas Gerais, ele deve ser votado em fevereiro do ano que vem. #Dia22VaiSerGigante https://t.co/WHfCzMMnKN",Positivo,Sem sarcasmo/Ironia,"Otimismo, disposição",,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:44,4,otimismo
A6904,"Vacinados, mas ainda assim infectados pelo Covid. Isso prova que o ""passaporte sanitário"" é INÚTIL, certo? Nunca foi pela saúde, mas pelo controle da população... ADESTRAMENTO COLETIVO, o que não podemos admitir! Que se recuperem logo @BolsonaroSP, @TerezaCrisMS e @mqueiroga2 https://t.co/6vj6G5631T",Negativo,Sem sarcasmo/Ironia,"Incômodo, estresse",,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:46,4,indignação
A117,Tudo o que você precisa saber sobre a vacina da COVID-19:\nhttps://t.co/cWcLye4BIf\n\n#rodrigopaivanovo,Neutro,Sem sarcasmo/Ironia,neutralidade,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:46,,
A5129,"Bolsonaro já está criticando e ridicularizando a vacina 100% brasileira que vem sendo desenvolvida pelo Butantan.\n\nRiu em live, chamou de “mandrake” e o gado aplaudiu.\n\nLogo dirá que sempre acreditou na vacina, que ela foi ideia dele e o gado defenderá.\n\nTão repetitivo...",Negativo,Sem sarcasmo/Ironia,"Indignação, incômodo",,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:47,4,indignação
A620,"@_Fabinhu_R_ Usar recursos do Fundo Municipal de Saúde para campanhas educativas, como será a da vacinação, pode, Fábio. Agora, usar para propaganda pessoal, exaltando reformas da sua administração municipal, não. ✌🏼",Negativo,Sem sarcasmo/Ironia,insatisfação,,2 - Fácil,luizh.batista@usp.br,2023-11-07 15:50,2,indignação
A1884,Manifesto minha indignação com a irresponsabilidade do Governo Bolsonaro que não organizou um plano de vacinação para o povo brasileiro.\nPaíses da Europa já começam a imunizar a população nos próximos dias.O governo federal não enxerga a importância de agir contra esta doença https://t.co/C2JNfVDwDP,Negativo,Sem sarcasmo/Ironia,indignação,,1 - Muito Fácil,luizh.batista@usp.br,2023-11-07 15:50,5,indignação
A6634,"Bom dia, pessoal. Recebemos 2 mil doses da vacina Janssen e vamos aplicar hoje em pessoas de 44 anos ou mais. Venham se vacinar! ?? https://t.co/sF1wIhP2bk",Positivo,Sem sarcasmo/Ironia,Entusiasmo,,1 - Muito Fácil,luizh.batista@usp.br,2023-11-07 15:51,4,entusiasmo
